Trip_ID,Accel_Mean,Accel_Std,Accel_Max,Accel_Min,Accel_Range,Gyro_Mean,Gyro_Std,Gyro_Max,Gyro_Min,Gyro_Range,Accel_Spike_Count,Gyro_Spike_Count,Total_Sensor_Spikes,Duration_Min_x,Accel_Spikes_Per_10_Min,Gyro_Spikes_Per_10_Min,Total_Spikes_Per_10_Min,Driver_ID,Vehicle_ID,Trip_Date,Duration_Min_y,Distance_KM,Avg_Speed_kmph,Max_Speed_kmph,Accel_Variability_Z,Gyro_Variability_Z,Sensor_Variability_Index
T00011,1.024592244195966,0.0786053526282438,1.3824257665422761,0.9133263381727257,0.46909942836955043,4.339219835634773,7.869706665339222,52.701459182834775,0.4948737212663449,52.20658546156843,2,1,3,41,0.4878048780487805,0.24390243902439024,0.7317073170731707,D01,V01,2026-08-03,41,23.39,22.8,33.9,0.08521330179580315,0.34109903333721553,0.21315616756650935
T00012,1.011746764435433,0.12442210055442922,1.5039504646097892,0.8867677260703617,0.6171827385394275,3.3775687869988356,2.029834120453875,9.894311497016858,0.8684468895678077,9.02586460744905,2,1,3,29,0.6896551724137931,0.3448275862068966,1.0344827586206897,D01,V01,2026-08-05,29,11.69,32.1,45.8,1.1163095413289386,-1.0831733264578915,0.016568107435523505
T00013,1.0078956213582564,0.0670446386400711,1.2593482441326544,0.8876277372863018,0.3717205068463526,6.810928980477781,12.981530167518398,52.43196925540753,1.167690027361714,51.264279228045815,1,3,4,37,0.2702702702702703,0.8108108108108109,1.0810810810810811,D01,V01,2026-08-01,37,14.92,28.1,47.0,-0.17495812588229018,1.587809276813559,0.7064255754656344
T00014,1.0262390480409938,0.05699541958024761,1.1274945676144077,0.9281088298254683,0.19938573778893942,7.264724001023139,12.43380428078334,49.80862977436741,0.7424957912338628,49.06613398313355,0,2,2,24,0.0,0.8333333333333333,0.8333333333333333,D01,V01,2026-08-05,24,16.29,29.5,45.0,-0.4011136792952535,1.4542257379220735,0.5265560293134101
T00015,1.0283074821275564,0.055822317674014243,1.2349518209225814,0.9419262179173059,0.29302560300527547,5.918455264219544,9.662745655294678,50.654730282570846,1.5373353570382748,49.11739492553257,2,2,4,37,0.5405405405405406,0.5405405405405406,1.0810810810810811,D01,V01,2026-08-01,37,14.69,19.9,47.2,-0.4275140900370878,0.7783989664779021,0.17544243822040714
T00016,1.1325710053677713,0.23287514799587258,1.7313581374169815,0.9765618259997674,0.7547963114172141,7.315028202127649,11.116079045962342,41.82192487200942,1.5605447766725566,40.26138009533686,3,2,5,14,2.142857142857143,1.4285714285714284,3.5714285714285716,D02,V02,2026-08-02,14,6.21,23.1,44.7,3.5570224780686033,1.132848924415451,2.344935701242027
T00017,1.0537789164149598,0.09390817389495192,1.3885366397758467,0.9496004422913882,0.43893619748445856,5.427644492458572,6.791321304880908,34.4402047032244,1.4544414735560864,32.985763229668315,3,2,5,25,1.2,0.8,2.0,D02,V02,2026-08-06,25,9.63,22.8,38.0,0.4296000637670194,0.07809424165667825,0.2538471527118488
T00018,1.0537890966530141,0.1795065567953587,1.703150609899195,0.9034849196306489,0.7996656902685462,4.504002458902011,5.624391990307027,25.253209696987035,0.48579831205964474,24.767411384927392,4,3,7,25,1.6,1.2,2.8000000000000003,D02,V02,2026-08-06,25,19.0,22.2,33.7,2.3559735999446922,-0.2065053203727802,1.074734139785956
T00019,1.0271155938567655,0.11467646413997183,1.4271278849493483,0.869115067180405,0.5580128177689433,3.5315977282428848,1.5991848205848977,8.566031753384994,1.6470883400716552,6.918943413313339,1,1,2,20,0.5,0.5,1.0,D02,V02,2026-08-01,20,6.61,16.9,31.5,0.8969860512594672,-1.188203340358741,-0.14560864454963696
T00020,1.0958517548196867,0.2099410945003592,1.78548424804029,0.8591210624818832,0.9263631855584067,4.215979969951618,3.539755017073151,17.12203550983352,0.7743384273042376,16.347697082529283,7,4,11,43,1.6279069767441863,0.9302325581395349,2.558139534883721,D02,V02,2026-08-05,43,9.39,21.7,44.1,3.040896445846211,-0.7149223788553868,1.1629870334954122
T00021,1.0184967938342078,0.14006359292095252,1.6733514275250132,0.8741910546327959,0.7991603728922173,6.690252666638946,11.541266342351172,52.91958144203335,0.8591856609604236,52.06039578107293,2,4,6,45,0.4444444444444445,0.888888888888889,1.3333333333333333,D02,V02,2026-08-01,45,23.92,18.8,36.3,1.468318024903368,1.2365468235267933,1.3524324242150807
T00022,1.0174957828314606,0.1258508649878817,1.4606115157700217,0.8626012983992083,0.5980102173708134,5.1282002742214425,7.064593654001763,38.723154571909554,0.425440947723653,38.2977136241859,3,3,6,41,0.7317073170731707,0.7317073170731707,1.4634146341463414,D02,V02,2026-08-02,41,11.6,22.3,36.9,1.148463583271963,0.1447419725031319,0.6466027778875474
T00023,1.008604912692706,0.06805649562492885,1.165230020210602,0.9087727988886991,0.25645722132190296,3.0111624625849176,1.0444283867817419,4.99373607632602,1.2276807402578245,3.766055336068196,1,0,1,21,0.47619047619047616,0.0,0.47619047619047616,D02,V02,2026-08-03,21,15.2,26.8,50.7,-0.15218649805499332,-1.3235015423334304,-0.7378440201942119
T00024,1.0296087187230771,0.16421883010983074,1.7641368994496995,0.8422814256529702,0.9218554737967294,3.9864427660980093,3.634487958684098,17.802977279095764,0.7066823897621901,17.096294889333574,3,2,5,35,0.8571428571428572,0.5714285714285714,1.4285714285714284,D02,V02,2026-08-04,35,16.23,27.5,50.5,2.0119265383362617,-0.6918181913476088,0.6600541734943264
T00025,1.0055761150263134,0.10660543698199819,1.2400923352718538,0.8676254952455005,0.37246684002635333,5.758669508094334,10.30520085151564,45.51889058402018,1.3954927445171472,44.12339783950303,3,1,4,17,1.7647058823529413,0.5882352941176471,2.3529411764705883,D02,V02,2026-08-05,17,7.73,19.6,31.9,0.7153492889741153,0.9350858070469922,0.8252175480105537
T00026,1.0115938457816893,0.08042884292754066,1.0915992854523129,0.8366444884178703,0.25495479703444257,3.5691402015910865,1.191675881480307,5.937794203237427,1.8544540975715738,4.083340105665854,0,0,0,13,0.0,0.0,0.0,D02,V02,2026-08-02,13,11.49,28.1,41.9,0.1262505660175959,-1.2875897077623284,-0.5806695708723663
T00027,1.1092730839444902,0.2553544681733084,1.8132459844157935,0.8523731577190825,0.960872826696711,4.9080862681505595,4.7374623686775506,16.70800107732819,1.2444275792507977,15.463573498077393,4,4,8,19,2.1052631578947367,2.1052631578947367,4.2105263157894735,D02,V02,2026-08-02,19,11.53,21.3,34.3,4.062914832968119,-0.4228164359769644,1.8200491984955771
T00028,1.0571693960678041,0.11665273358976976,1.3921328959549801,0.8515538738095201,0.54057902214546,8.654799741477525,13.277175119971362,50.96417859634354,1.982952344359289,48.981226251984246,2,4,6,18,1.1111111111111112,2.2222222222222223,3.333333333333333,D02,V02,2026-08-06,18,9.1,29.3,50.9,0.9414615780095063,1.6599134076580724,1.3006874928337893
T00029,1.042665576984164,0.13603007201558912,1.5047089419552206,0.8988064307736121,0.6059025111816085,4.457807374574528,7.081711050127341,46.02833257896706,0.23108440016582688,45.79724817880123,4,3,7,44,0.9090909090909092,0.6818181818181818,1.5909090909090908,D02,V02,2026-08-06,44,14.25,17.7,36.3,1.3775444884599062,0.14891669275360656,0.7632305906067564
T00030,1.0858367780710345,0.1977244126535394,1.7110160723967498,0.8909012290933266,0.8201148433034232,5.309924425901074,6.029641294735696,28.968413833000938,1.1528659939472583,27.81554783905368,4,3,7,22,1.8181818181818183,1.3636363636363635,3.1818181818181817,D02,V02,2026-08-04,22,10.41,22.1,35.1,2.7659625999931023,-0.10767004979320997,1.329146275099946
T00031,1.0294614862985538,0.05810733886195258,1.119841953134459,0.9376507878736092,0.18219116526084977,5.947503577104677,9.591483114188236,44.120528102007114,1.0856334556377674,43.034894646369345,0,1,1,18,0.0,0.5555555555555556,0.5555555555555556,D03,V03,2026-08-02,18,9.23,14.3,32.4,-0.37609017060193733,0.761018918059626,0.1924643737288443
T00032,1.025803803475414,0.0706447445424329,1.233336126122964,0.9373867931649134,0.2959493329580507,6.311434666758875,11.339396300479216,52.389637334114084,0.6249799996799897,51.7646573344341,5,3,8,38,1.3157894736842104,0.7894736842105263,2.1052631578947367,D03,V03,2026-07-31,38,16.21,13.3,35.6,-0.09393850258151097,1.1873132283243226,0.5466873628714058
T00033,1.0702815806908883,0.1056047538532927,1.2555445033928507,0.9610936478824527,0.29445085551039807,8.613389156803335,13.232652740819347,46.7390489847622,0.9274696760541554,45.81157930870804,3,2,5,14,2.142857142857143,1.4285714285714284,3.5714285714285716,D03,V03,2026-08-03,14,8.27,23.6,46.6,0.6928291264205704,1.6490549525237954,1.170942039472183
T00034,1.0303543814511251,0.052213695402059376,1.1599702582394085,0.9233168470248986,0.2366534112145099,6.697086479564875,12.014617325564892,51.129190292825875,1.3082048769210426,49.82098541590483,2,2,4,22,0.9090909090909092,0.9090909090909092,1.8181818181818183,D03,V03,2026-08-06,22,6.26,29.8,58.8,-0.5087253724376362,1.351991247474641,0.4216329375185024
T00035,1.0368902674298204,0.07356878411875946,1.262246410175129,0.9371307272734153,0.32511568290171367,4.049594603687612,5.495898392804882,33.327026570037724,1.212023102090055,32.115003467947666,3,2,5,32,0.9375,0.625,1.5625,D03,V03,2026-08-03,32,13.38,30.5,54.7,-0.02813360922125464,-0.23784331241392925,-0.13298846081759194
T00036,1.0372005605673627,0.06145999021618479,1.1841397721552973,0.9458609834431273,0.23827878871217,5.522011285624402,10.35941847178135,54.57410832986646,0.44317039612320674,54.130937933743255,4,2,6,31,1.2903225806451613,0.6451612903225806,1.935483870967742,D03,V03,2026-08-06,31,19.96,19.9,51.2,-0.3006394596657559,0.9483088110363428,0.32383467568529345
T00037,1.02813271459478,0.06258312771610033,1.251519476476495,0.9283065226529436,0.3232129538235514,4.572468178445142,7.4283757670864805,46.07274573975378,0.5751521537819363,45.49759358597184,4,2,6,43,0.9302325581395349,0.46511627906976744,1.3953488372093024,D03,V03,2026-08-05,43,18.13,25.4,68.8,-0.2753634873399309,0.23346391029751107,-0.020949788521209906
T00038,1.018233578713429,0.04950867528853536,1.169466117508327,0.9197450733763134,0.24972104413201357,3.9936064013041106,4.568622631232868,32.286695402286064,1.0670051546267245,31.21969024765934,2,1,3,44,0.4545454545454546,0.2272727272727273,0.6818181818181818,D03,V03,2026-07-31,44,19.77,22.0,52.3,-0.5696012790255424,-0.46399435029431274,-0.5167978146599276
T00039,1.0168616542713893,0.06217797098227312,1.2707230225348087,0.9374230635097475,0.33329995902506127,7.882012575168183,13.110029309848793,51.5248017948638,0.6899275324264136,50.83487426243738,1,3,4,25,0.4,1.2,1.6,D03,V03,2026-07-31,25,11.92,22.4,52.3,-0.2844814541005531,1.61914862116943,0.6673335835344384
T00040,1.049047548860447,0.06768467259444999,1.231839681127378,0.9713835493768669,0.2604561317505111,6.9184362836924915,11.076263842173352,50.8456389477013,0.9825477087653302,49.86309123893597,5,3,8,31,1.6129032258064515,0.967741935483871,2.5806451612903225,D03,V03,2026-08-06,31,13.65,21.8,49.9,-0.16055429685896422,1.1231384908708124,0.4812920970059241
T00041,1.029679941368934,0.062140884047365126,1.223706664196939,0.9561511386804912,0.2675555255164478,3.126528721095188,1.2376238555469328,5.602017493724917,0.7696752561957543,4.832342237529163,3,0,3,35,0.8571428571428572,0.0,0.8571428571428572,D03,V03,2026-08-03,35,12.38,27.4,60.1,-0.28531608774109546,-1.2763835677398045,-0.78084982774045
T00042,1.0202964074029617,0.05970196097462101,1.2164312557641719,0.9357547755688987,0.28067648019527314,4.299358065304892,7.956287320378015,52.91763978107868,1.0562196741208716,51.86142010695781,2,1,3,40,0.5,0.25,0.75,D03,V03,2026-08-04,40,7.88,21.5,53.4,-0.3402035366029954,0.36221497943311265,0.011005721415058622
T00043,1.0241918340247302,0.05671591198924046,1.177146974680732,0.9287863048085927,0.24836066987213923,5.4475217070881286,8.771482475045785,46.735243660432545,0.7839005038906404,45.9513431565419,3,3,6,39,0.7692307692307693,0.7692307692307693,1.5384615384615385,D03,V03,2026-08-01,39,20.88,16.4,47.1,-0.40740393862297253,0.561030949766074,0.07681350557155076
T00044,1.042267187433185,0.0812642815858305,1.2244088369494888,0.9086677060400024,0.3157411309094864,5.014368074494082,5.9396326808350945,33.5231472269535,1.7259490143106777,31.79719821264282,4,3,7,27,1.4814814814814814,1.1111111111111112,2.5925925925925926,D03,V03,2026-08-06,27,9.3,32.4,59.1,0.1450519366498172,-0.12962203246693685,0.007714952091440172
T00045,1.0438763260403061,0.0864344349783982,1.4760745238638868,0.9349657747746706,0.5411087490892162,7.657542839845995,12.651470852947067,50.590286617096766,0.5065570056765576,50.08372961142021,3,5,8,43,0.6976744186046512,1.1627906976744187,1.8604651162790697,D03,V03,2026-08-05,43,13.14,22.1,55.4,0.2614051472590599,1.5073119106084383,0.8843585289337491
T00046,1.0029170335464495,0.04946212325138612,1.1856023785401244,0.9256570639281051,0.2599453146120193,4.017363785619891,4.285748766736158,31.213913564306544,0.6697014260101288,30.544212138296416,2,1,3,45,0.4444444444444445,0.22222222222222224,0.6666666666666666,D04,V04,2026-08-05,45,18.81,28.0,48.1,-0.5706489227938107,-0.5329837714528186,-0.5518163471233146
T00047,1.0105378184779732,0.03766773945081514,1.117761155166881,0.9355827061249049,0.182178449041976,4.440458895133281,8.780838190380885,52.672340939054536,0.7256721022610694,51.946668836793464,0,1,1,33,0.0,0.30303030303030304,0.30303030303030304,D04,V04,2026-08-05,33,15.2,32.4,50.7,-0.8360790402690159,0.5633126925019777,-0.13638317388351912
T00048,1.0215277770065345,0.04521312460423233,1.1679507695104274,0.9374433316206373,0.2305074378897901,4.9705233556052475,8.490331355447697,50.57668039719491,1.15316954521007,49.423510851984844,1,1,2,32,0.3125,0.3125,0.625,D04,V04,2026-08-05,32,16.54,23.9,42.9,-0.6662717403259499,0.4924616846851585,-0.08690502782039572
T00049,1.0206382820545572,0.07251093589403845,1.3085339124378854,0.9265257686648548,0.3820081437730306,6.580323171741992,11.421853420828912,54.67139379968285,1.6414018398917434,53.02999195979111,2,3,5,32,0.625,0.9375,1.5625,D04,V04,2026-08-02,32,10.78,29.8,51.6,-0.0519402601922906,1.207423495539868,0.5777416176737886
T00050,1.0124790602409224,0.05176944674409371,1.22506897764983,0.940278150336378,0.28479082731345207,2.8366518150555535,1.0576381929435503,5.235494246009635,0.8535221145348257,4.381972131474809,1,0,1,38,0.2631578947368421,0.0,0.2631578947368421,D04,V04,2026-07-31,38,10.83,22.3,37.6,-0.5187230946981515,-1.320279834727672,-0.9195014647129118
T00051,1.037980263800708,0.13024134919532282,1.5611358044705785,0.9471224841592559,0.6140133203113226,5.350716418416077,7.489062988999215,41.24261024717034,0.43185645763378366,40.810753789536555,2,4,6,38,0.5263157894736842,1.0526315789473684,1.5789473684210527,D04,V04,2026-08-01,38,12.83,15.3,29.1,1.2472705034688207,0.2482647697509867,0.7477676366099038
T00052,1.0236393718231505,0.039682594121115786,1.1539696703120061,0.9480527411489299,0.20591692916307625,7.458190320492856,10.101897693031345,37.045804080894236,1.2278436382536662,35.81796044264057,1,3,4,21,0.47619047619047616,1.4285714285714284,1.9047619047619047,D04,V04,2026-08-03,21,7.47,18.6,34.8,-0.7907351612774339,0.8855026925076475,0.047383765615106765
T00053,1.0185296237434016,0.051901266553707505,1.179129339809675,0.9461490368858386,0.2329803029238363,6.142162821693027,10.851803734670344,46.95580688264232,0.855219270129012,46.10058761251331,1,2,3,29,0.3448275862068966,0.6896551724137931,1.0344827586206897,D04,V04,2026-08-04,29,13.9,19.4,40.6,-0.5157565177117679,1.0683954593172962,0.27631947080276414
T00054,1.0162918784693473,0.03802991747053664,1.1190880215604133,0.938379454165531,0.18070856739488228,5.834317287635635,10.165391098821326,52.14023494385119,0.8507055894961547,51.28952935435503,0,3,3,40,0.0,0.75,0.75,D04,V04,2026-08-01,40,17.54,29.7,50.6,-0.8279283003959451,0.900987945345079,0.03652982247456693
T00055,1.0101394849222773,0.04158845460638174,1.1550177487813769,0.9223665215086679,0.23265122727270893,5.634235016139344,9.545732577520468,42.32453898154119,1.0721940122944167,41.25234496924677,1,2,3,28,0.3571428571428571,0.7142857142857142,1.0714285714285714,D04,V04,2026-08-02,28,13.16,28.1,48.8,-0.747844173409886,0.7498609305657442,0.0010083785779291254
T00056,0.9888626070243822,0.035740033350592115,1.071881523303765,0.9303897032964198,0.14149182000734528,6.012290593690512,11.43534848458188,45.918550717547696,0.5468089245796927,45.371741792968,0,2,2,27,0.0,0.7407407407407407,0.7407407407407407,D04,V04,2026-08-04,27,11.73,16.0,32.5,-0.879461659089263,1.2107147739281026,0.16562655741941978
T00057,1.0216869844314183,0.056254037778762575,1.2101619726301105,0.9492633986412833,0.2608985739888272,3.255770664566137,1.1166445913150247,5.452788277569559,1.1291589790636214,4.323629298505938,1,0,1,29,0.3448275862068966,0.0,0.3448275862068966,D04,V04,2026-07-31,29,16.38,28.4,40.0,-0.41779832022177876,-1.3058889072535522,-0.8618436137376655
T00058,1.0030481537494675,0.04336626459630268,1.0956121576543407,0.9153786101936182,0.1802335474607225,6.687492414367776,11.113714392008188,41.88998687037273,1.2674778104566566,40.62250905991608,0,2,2,20,0.0,1.0,1.0,D04,V04,2026-08-02,20,9.66,25.4,43.6,-0.7078349349068567,1.1322722146942203,0.21221863989368184
T00059,1.0037992253433818,0.04216965978614187,1.1235524019822127,0.9403276024875585,0.1832247994946542,6.435968142872806,9.10947158632802,36.279253024283726,1.084665847162157,35.19458717712157,0,3,3,32,0.0,0.9375,0.9375,D04,V04,2026-08-03,32,18.54,26.9,36.5,-0.7347642735397917,0.6434622948701052,-0.04565098933484324
T00060,1.0036310954217436,0.034441425337850134,1.0631288727148744,0.913630669362626,0.1494982033522484,3.654498074734695,1.459357832228186,7.6356335689974015,1.2509996003196804,6.384633968677721,0,1,1,31,0.0,0.3225806451612903,0.3225806451612903,D04,V04,2026-07-31,31,9.64,20.2,45.7,-0.9086865582620083,-1.2223054056245795,-1.0654959819432939
T00061,1.0063866080761932,0.029078444604615037,1.1031178540845037,0.9596046060748146,0.14351324800968912,3.737050543565355,6.0959737529506475,41.2210977534563,0.7416872656315464,40.47941048782475,0,1,1,42,0.0,0.23809523809523808,0.23809523809523808,D05,V05,2026-08-05,42,19.04,33.1,47.8,-1.029379307464467,-0.09149238734138776,-0.5604358474029274
T00062,0.993322589990292,0.040441785573248845,1.0881066124236174,0.9251189112757344,0.16298770114788297,3.9481713803753795,6.416360441867679,43.291200029567214,0.6487680633323438,42.642431966234874,0,1,1,41,0.0,0.24390243902439024,0.24390243902439024,D05,V05,2026-08-04,41,33.4,23.4,34.1,-0.7736497179229371,-0.01335405436176608,-0.3935018861423516
T00063,1.0052416675677316,0.03521638963545428,1.0737322757559262,0.9272394512745886,0.1464928244813376,3.6995846679665854,4.541584369630062,32.399953703670626,0.8505292469985968,31.54942445667203,0,1,1,45,0.0,0.22222222222222224,0.22222222222222224,D05,V05,2026-08-01,45,28.5,18.7,30.0,-0.8912461503500493,-0.47058864637899595,-0.6809173983645226
T00064,1.0213684695929661,0.06707091242986853,1.2050580898861265,0.9450867685032946,0.25997132138283185,4.6001672679801455,8.45660165497159,45.50683575024746,0.7025667228100119,44.80426902743745,2,1,3,26,0.7692307692307693,0.38461538461538464,1.153846153846154,D05,V05,2026-08-01,26,17.15,31.7,42.0,-0.17436683978965745,0.4842354297929416,0.15493429500164208
T00065,1.0017916837705445,0.03487038539606178,1.0706357924149557,0.9088987842438783,0.1617370081710774,3.356335660190757,1.3092380279064384,6.495205924372221,1.1140466776576285,5.381159246714592,0,0,0,44,0.0,0.0,0.0,D05,V05,2026-08-04,44,15.93,26.5,37.5,-0.8990329027113236,-1.2589177608275324,-1.078975331769428
T00066,1.0100177430058688,0.03453672572044925,1.0665247301399061,0.9430090137427106,0.1235157163971955,2.951144843152112,1.3145028124769738,6.865427881785664,0.9492628719169417,5.916165009868723,0,0,0,22,0.0,0.0,0.0,D05,V05,2026-08-06,22,14.07,22.1,30.8,-0.9065418432708366,-1.2576337452798547,-1.0820877942753457
T00067,1.0034465945590674,0.04339619988554372,1.1086938260854526,0.921835668652499,0.18685815743295364,5.374278843697193,8.466149513382305,45.485595522099075,0.7178439941937246,44.767751527905354,0,2,2,41,0.0,0.4878048780487805,0.4878048780487805,D05,V05,2026-08-05,41,12.07,24.1,33.0,-0.7071612475422384,0.48656403383782404,-0.11029860685220719
T00068,1.0023347931198106,0.033753055439810956,1.0789230741809168,0.94038343243594,0.1385396417449768,4.679040061488005,8.341373643519253,45.81520599102442,0.8144323176298937,45.00077367339453,0,1,1,27,0.0,0.37037037037037035,0.37037037037037035,D05,V05,2026-08-01,27,9.12,23.8,34.5,-0.9241781774930264,0.45613274937923043,-0.234022714056898
T00069,1.0365642063486524,0.12358871699080713,1.6290936130253535,0.9450111110457908,0.6840825019795627,3.065690045056091,1.683234098468087,8.825893722451001,0.997997995989972,7.827895726461029,1,1,2,27,0.37037037037037035,0.37037037037037035,0.7407407407407407,D05,V05,2026-08-02,27,19.08,19.2,24.7,1.0975544201683565,-1.1677047657015585,-0.03507517276660099
T00070,1.0260591961001397,0.14386447550194295,1.662805761356389,0.9211112853504727,0.7416944760059162,5.387783687293084,7.2711392190354065,41.575634691487274,1.0521406750050109,40.52349401648226,2,3,5,39,0.5128205128205128,0.7692307692307693,1.282051282051282,D05,V05,2026-08-05,39,19.7,20.5,29.7,1.553856084969966,0.19511586971657804,0.874485977343272
T00071,1.0210764128012992,0.08816568732580665,1.4204689366543712,0.9563660387111202,0.464102897943251,3.340112135774505,1.8281145694214003,7.184712937898077,0.4144876355212541,6.770225302376822,1,0,1,27,0.37037037037037035,0.0,0.37037037037037035,D05,V05,2026-08-01,27,10.77,18.4,25.2,0.30036661584630425,-1.1323702188142937,-0.4160018014839947
T00072,1.020473569284318,0.10843856402502167,1.5302787327804044,0.9374150628190269,0.5928636699613775,3.302781374904174,1.876879483922593,9.94247957000667,1.150565078559227,8.791914491447443,1,1,2,26,0.38461538461538464,0.38461538461538464,0.7692307692307693,D05,V05,2026-08-03,26,19.89,17.9,25.7,0.7566034260790263,-1.1204770620171216,-0.18193681796904765
T00073,1.0112440846329767,0.03742473620856446,1.0697915684842538,0.9403727984156071,0.12941877006864677,4.253138089280801,5.573450930024436,28.816347790794033,1.2174152947946728,27.59893249599936,0,1,1,22,0.0,0.4545454545454546,0.4545454545454546,D05,V05,2026-08-04,22,13.51,19.3,25.9,-0.8415477769345407,-0.21892921208985092,-0.5302384945121958
T00074,0.9979107559028261,0.03042349427274886,1.0384685840216834,0.9469033741623271,0.09156520985935634,3.271848171590875,1.7022155216788755,6.877354142400986,0.19899748742132398,6.678356654979662,0,0,0,12,0.0,0.0,0.0,D05,V05,2026-08-06,12,7.0,26.6,35.0,-0.9991092486416004,-1.163075432403458,-1.0810923405225292
T00075,1.02095521633655,0.07772938563418683,1.4621347407130438,0.925272392325633,0.5368623483874109,4.047137206089603,3.888205556032548,26.334390063185438,0.6745368781616021,25.659853185023834,1,2,3,41,0.24390243902439024,0.4878048780487805,0.7317073170731707,D05,V05,2026-08-05,41,19.37,20.0,30.2,0.06549984952323192,-0.6299396215124659,-0.28221988599461695
T00076,1.0240979528914387,0.05354296031522945,1.1748757381102053,0.9414371991800621,0.2334385389301432,4.654789315698771,5.533389016299518,27.104228452402033,1.8809837851507387,25.223244667251294,1,1,2,19,0.5263157894736842,0.5263157894736842,1.0526315789473684,D06,V06,2026-08-04,19,9.64,21.8,52.7,-0.4788105461928501,-0.22869981512276658,-0.3537551806578083
