Vehicle_ID,Total_Trips,Avg_Accel_Variability,Max_Accel_Variability,Avg_Accel_Range,Avg_Gyro_Variability,Max_Gyro_Variability,Avg_Gyro_Range,Avg_Accel_Spikes_Per_10_Min,Avg_Gyro_Spikes_Per_10_Min,Avg_Total_Sensor_Spikes,Avg_Sensor_Variability,Vehicle_Type,Make,Model,Manufacture_Year,Registration_Date,Odometer_KM_Start_of_Week,Last_Service_Date,Vehicle_Age_Years,Days_Since_Last_Service,Accel_Variability_Percentile,Gyro_Variability_Percentile,Sensor_Spike_Percentile,High_Accel_Variability,High_Gyro_Variability,High_Sensor_Spikes,Anomaly_Indicator_Count,Maintenance_Candidate,Accel_Percentile,Gyro_Percentile,Spike_Percentile,Accel_Anomaly_Risk,Gyro_Anomaly_Risk,Spike_Anomaly_Risk,Accel_Health,Gyro_Health,Spike_Health,Vehicle_Health_Score,Health_Category,Maintenance_Priority,Primary_Health_Concern,Acceleration_Contribution,Gyroscope_Contribution,Spike_Contribution,Score_Check,Maintenance_Rank,Health_Explanation
V11,15,0.0506184920374499,0.2079647718817215,0.2073142228191032,3.309125641048057,9.454083816366182,16.80340508867148,0.1297418630751964,0.1428376428376428,0.2725795059128392,-0.6578975528719799,Two-Wheeler (Scooter/Motorcycle),Suzuki,Access,2020,2020-05-17,11219,2026-07-09,6,43,0.1,0.0666666666666666,0.0333333333333333,0,0,0,0,0,0.1,0.06666666666666667,0.03333333333333333,10.0,6.666666666666667,3.3333333333333335,90.0,93.33333333333333,96.66666666666667,92.83333333333333,Healthy,Low,High acceleration variability,36.0,32.666666666666664,24.166666666666668,92.83333333333333,30,High acceleration variability is the strongest contributor to the vehicle's relative sensor-anomaly profile.
V12,15,0.0839818472024404,0.1474444731750134,0.3727274482678891,8.33547879655153,15.696655742835071,33.67383167859422,0.8654770628347864,0.7081932972176873,1.573670360052474,0.3304526232884225,Two-Wheeler (Scooter/Motorcycle),TVS,Ntorq,2020,2020-04-09,31966,2026-06-09,6,73,0.7333333333333333,0.8,0.8333333333333334,0,0,0,0,0,0.7333333333333333,0.8,0.8333333333333334,73.33333333333333,80.0,83.33333333333334,26.66666666666667,20.0,16.666666666666657,21.833333333333336,Maintenance Review,High,High sensor spike frequency,10.66666666666667,7.0,4.166666666666664,21.833333333333336,7,High sensor spike frequency is the strongest contributor to the vehicle's relative sensor-anomaly profile.
V13,15,0.0977093880058631,0.2033070258649913,0.4726853221264929,6.989881084226456,18.710065437654794,32.14398365566502,0.5441763245421782,0.6678163561903399,1.211992680732518,0.3208330448998858,Two-Wheeler (Scooter/Motorcycle),Bajaj,Pulsar,2025,2025-06-14,22372,2026-07-01,1,51,0.8666666666666667,0.6,0.6333333333333333,0,0,0,0,0,0.8666666666666667,0.6,0.6333333333333333,86.66666666666667,60.0,63.33333333333333,13.333333333333329,40.0,36.66666666666667,28.5,Maintenance Review,High,High acceleration variability,5.333333333333332,14.0,9.166666666666668,28.5,9,High acceleration variability is the strongest contributor to the vehicle's relative sensor-anomaly profile.
V14,16,0.0863768905811401,0.2228052613559251,0.3690582175767904,8.14170890104955,13.535213229670328,34.47755550414024,1.0565093826581404,0.6424855840530747,1.698994966711215,0.3337735610248826,Two-Wheeler (Scooter/Motorcycle),TVS,Raider,2019,2019-03-07,5270,2026-07-26,7,26,0.7666666666666667,0.7333333333333333,0.9333333333333332,0,0,0,0,0,0.7666666666666667,0.7333333333333333,0.9333333333333333,76.66666666666667,73.33333333333333,93.33333333333333,23.33333333333333,26.66666666666667,6.666666666666671,20.333333333333332,Maintenance Review,High,High sensor spike frequency,9.333333333333332,9.333333333333334,1.6666666666666679,20.333333333333332,5,High sensor spike frequency is the strongest contributor to the vehicle's relative sensor-anomaly profile.
V15,15,0.0873409067845542,0.1506685746868516,0.4634593102654243,8.23326760109661,11.296550938830666,39.178307503330224,0.450652347501941,0.6984347164428466,1.1490870639447874,0.355786066308638,Two-Wheeler (Scooter/Motorcycle),TVS,Ntorq,2023,2023-12-04,20041,2026-06-19,3,63,0.8333333333333334,0.7666666666666667,0.6,0,0,0,0,0,0.8333333333333334,0.7666666666666667,0.6,83.33333333333334,76.66666666666667,60.0,16.666666666666657,23.33333333333333,40.0,24.83333333333333,Maintenance Review,High,High acceleration variability,6.666666666666663,8.166666666666664,10.0,24.83333333333333,8,High acceleration variability is the strongest contributor to the vehicle's relative sensor-anomaly profile.
V16,15,0.0735434713536683,0.1824601253194307,0.3484694947611627,4.240254259263152,11.467250851258123,21.750341509582917,0.1958439860508526,0.3519445626165455,0.5477885486673982,-0.286391292131366,Two-Wheeler (Scooter/Motorcycle),TVS,Raider,2023,2023-10-16,22089,2026-06-30,3,52,0.6,0.1666666666666666,0.2333333333333333,0,0,0,0,0,0.6,0.16666666666666666,0.23333333333333334,60.0,16.666666666666664,23.333333333333332,40.0,83.33333333333334,76.66666666666667,64.33333333333334,Monitor,Medium,High acceleration variability,16.0,29.166666666666668,19.166666666666668,64.33333333333334,21,High acceleration variability is the strongest contributor to the vehicle's relative sensor-anomaly profile.
V17,15,0.067681292808203,0.1394602224000152,0.3289568277458026,6.764466946907943,13.100716882624129,32.68021958601034,0.4418632182073042,0.4989826871547301,0.9408459053620344,-0.0445427804262077,Two-Wheeler (Scooter/Motorcycle),Ola,S1,2024,2024-01-20,2639,2026-07-13,2,39,0.5333333333333333,0.5333333333333333,0.5666666666666667,0,0,0,0,0,0.5333333333333333,0.5333333333333333,0.5666666666666667,53.333333333333336,53.333333333333336,56.666666666666664,46.666666666666664,46.666666666666664,43.333333333333336,45.833333333333336,Maintenance Review,High,High sensor spike frequency,18.666666666666668,16.333333333333332,10.833333333333334,45.833333333333336,14,High sensor spike frequency is the strongest contributor to the vehicle's relative sensor-anomaly profile.
V18,15,0.0520456730149401,0.1544400070754454,0.246950835232098,4.15402881990708,13.32756564380318,20.28239730353392,0.1634138376243639,0.2999794941900205,0.4633933318143844,-0.5388076553994661,Two-Wheeler (Scooter/Motorcycle),Ola,S1,2019,2019-06-04,9158,2026-07-08,7,44,0.1666666666666666,0.1,0.1333333333333333,0,0,0,0,0,0.16666666666666666,0.1,0.13333333333333333,16.666666666666664,10.0,13.333333333333334,83.33333333333334,90.0,86.66666666666667,86.5,Healthy,Low,High acceleration variability,33.333333333333336,31.499999999999996,21.666666666666668,86.5,28,High acceleration variability is the strongest contributor to the vehicle's relative sensor-anomaly profile.
V19,16,0.1201313059487366,0.2524749126291358,0.5132900802664956,8.685968316484274,14.70191838950652,35.001074836170964,1.0873917549850118,0.95977411517225,2.047165870157262,0.7799606117422717,Two-Wheeler (Scooter/Motorcycle),TVS,Ntorq,2021,2021-12-09,17247,2026-06-19,5,63,0.9666666666666668,0.9666666666666668,0.9666666666666668,1,1,1,3,1,0.9666666666666667,0.9666666666666667,0.9666666666666667,96.66666666666667,96.66666666666667,96.66666666666667,3.3333333333333286,3.3333333333333286,3.3333333333333286,3.3333333333333286,Maintenance Review,High,High acceleration variability,1.3333333333333315,1.166666666666665,0.8333333333333321,3.3333333333333286,1,High acceleration variability is the strongest contributor to the vehicle's relative sensor-anomaly profile.
V20,15,0.0648334867051901,0.10830034702845,0.2915888665025217,8.417535406599177,13.760930651394151,37.73014820056766,0.5891219362781547,0.6258933950120333,1.215015331290188,0.1249940118986351,Two-Wheeler (Scooter/Motorcycle),Yamaha,Ray ZR,2023,2023-04-26,8533,2026-07-23,3,29,0.4,0.8666666666666667,0.6666666666666666,0,0,0,0,0,0.4,0.8666666666666667,0.6666666666666666,40.0,86.66666666666667,66.66666666666666,60.0,13.333333333333329,33.33333333333334,37.0,Maintenance Review,High,High gyroscope variability,24.0,4.666666666666664,8.333333333333336,37.0,13,High gyroscope variability is the strongest contributor to the vehicle's relative sensor-anomaly profile.
V21,14,0.0490525414300474,0.1007887143385401,0.2328229578134971,6.5549562017841625,11.686565807519012,32.80113647400993,0.2658549284266644,0.449905461622011,0.7157603900486754,-0.2797093728152701,Two-Wheeler (Scooter/Motorcycle),TVS,Raider,2025,2025-06-01,9558,2026-07-17,1,35,0.0666666666666666,0.4666666666666667,0.4,0,0,0,0,0,0.06666666666666667,0.4666666666666667,0.4,6.666666666666667,46.666666666666664,40.0,93.33333333333333,53.333333333333336,60.0,71.0,Monitor,Medium,High gyroscope variability,37.333333333333336,18.666666666666668,15.0,71.0,23,High gyroscope variability is the strongest contributor to the vehicle's relative sensor-anomaly profile.
V22,15,0.0527527410790631,0.1581133970941725,0.2671106768716044,4.2202896793230185,13.327036278940744,22.8255261172942,0.1976169996768856,0.2077614171383763,0.4053784168152619,-0.5227713464466801,Two-Wheeler (Scooter/Motorcycle),Honda,Activa,2023,2023-11-03,11264,2026-07-26,3,26,0.2333333333333333,0.1333333333333333,0.1,0,0,0,0,0,0.23333333333333334,0.13333333333333333,0.1,23.333333333333332,13.333333333333334,10.0,76.66666666666667,86.66666666666667,90.0,83.5,Healthy,Low,High acceleration variability,30.66666666666667,30.333333333333332,22.5,83.5,27,High acceleration variability is the strongest contributor to the vehicle's relative sensor-anomaly profile.
V23,18,0.0990744728422962,0.1619006816060773,0.4983635870005826,8.411594565627226,14.182224584628951,38.74347232919386,0.9375234110137493,0.7210187479813084,1.6585421589950575,0.5095626453824847,Two-Wheeler (Scooter/Motorcycle),Suzuki,Access,2021,2021-01-27,17821,2026-06-16,5,66,0.9,0.8333333333333334,0.9,0,0,0,0,0,0.9,0.8333333333333334,0.9,90.0,83.33333333333334,90.0,10.0,16.666666666666657,10.0,12.333333333333329,Maintenance Review,High,High acceleration variability,4.0,5.8333333333333295,2.5,12.333333333333329,2,High acceleration variability is the strongest contributor to the vehicle's relative sensor-anomaly profile.
V24,14,0.0864391371216756,0.1485297029324496,0.4307607175553053,8.78883500751585,13.181526739015167,43.631544387377325,0.8578240303745032,0.6241891451025605,1.4820131754770638,0.4133869924252473,Two-Wheeler (Scooter/Motorcycle),Honda,Activa,2025,2025-09-22,22345,2026-06-20,1,62,0.8,1.0,0.8,0,1,0,1,0,0.8,1.0,0.8,80.0,100.0,80.0,20.0,0.0,20.0,13.0,Maintenance Review,High,High gyroscope variability,8.0,0.0,5.0,13.0,3,High gyroscope variability is the strongest contributor to the vehicle's relative sensor-anomaly profile.
V25,15,0.0999866079887835,0.2379602407495693,0.4413741091099571,7.385398020347845,15.563146832578038,33.58170942704456,0.6914300236290795,0.6557562723157934,1.3471862959448728,0.3946880558130901,Two-Wheeler (Scooter/Motorcycle),Suzuki,Access,2024,2024-11-01,26280,2026-07-03,2,49,0.9333333333333332,0.6333333333333333,0.7666666666666667,0,0,0,0,0,0.9333333333333333,0.6333333333333333,0.7666666666666667,93.33333333333333,63.33333333333333,76.66666666666667,6.666666666666671,36.66666666666667,23.33333333333333,21.333333333333336,Maintenance Review,High,High acceleration variability,2.6666666666666687,12.833333333333334,5.833333333333332,21.333333333333336,6,High acceleration variability is the strongest contributor to the vehicle's relative sensor-anomaly profile.
V26,13,0.075701077181781,0.1616114808767586,0.3731046618395753,4.469030908611071,9.870341085052663,22.17150519893987,0.2509406129315631,0.3724045000539404,0.6233451129855035,-0.2342151690600253,Two-Wheeler (Scooter/Motorcycle),Bajaj,Pulsar,2024,2024-04-22,22871,2026-06-28,2,54,0.6333333333333333,0.2666666666666666,0.3333333333333333,0,0,0,0,0,0.6333333333333333,0.26666666666666666,0.3333333333333333,63.33333333333333,26.666666666666668,33.33333333333333,36.66666666666667,73.33333333333333,66.66666666666667,57.0,Monitor,Medium,High acceleration variability,14.66666666666667,25.666666666666664,16.666666666666668,57.0,18,High acceleration variability is the strongest contributor to the vehicle's relative sensor-anomaly profile.
V27,15,0.0662522085582421,0.1915172635873093,0.2988618410284068,6.571423806127618,11.81197348293076,30.618034981114352,0.2809577714750128,0.4892871670035719,0.7702449384785849,-0.0841638119445342,Two-Wheeler (Scooter/Motorcycle),Bajaj,Pulsar,2022,2022-10-17,14098,2026-07-10,4,42,0.4666666666666667,0.5,0.4333333333333333,0,0,0,0,0,0.4666666666666667,0.5,0.43333333333333335,46.666666666666664,50.0,43.333333333333336,53.333333333333336,50.0,56.666666666666664,53.0,Monitor,Medium,High gyroscope variability,21.333333333333336,17.5,14.166666666666666,53.0,16,High gyroscope variability is the strongest contributor to the vehicle's relative sensor-anomaly profile.
V28,16,0.0688135487210584,0.2474921221552175,0.2985305230855014,4.39627404598079,19.05052522713,20.380219069121488,0.2284413232977356,0.405054527731062,0.6334958510287975,-0.3205886034746414,Two-Wheeler (Scooter/Motorcycle),Ola,S1,2023,2023-04-12,17021,2026-06-23,3,59,0.5666666666666667,0.2,0.3666666666666666,0,0,0,0,0,0.5666666666666667,0.2,0.36666666666666664,56.666666666666664,20.0,36.666666666666664,43.333333333333336,80.0,63.333333333333336,61.16666666666667,Monitor,Medium,High acceleration variability,17.333333333333336,28.0,15.833333333333334,61.16666666666667,20,High acceleration variability is the strongest contributor to the vehicle's relative sensor-anomaly profile.
V29,9,0.0584845193219963,0.1275521989563728,0.2993677607073421,4.4514489613321775,11.76046023041154,23.49149859902676,0.2053599422020474,0.2891624295133067,0.4945223717153542,-0.4300866783037887,Two-Wheeler (Scooter/Motorcycle),TVS,Raider,2021,2021-02-18,14495,2026-07-10,5,42,0.2666666666666666,0.2333333333333333,0.2,0,0,0,0,0,0.26666666666666666,0.23333333333333334,0.2,26.666666666666668,23.333333333333332,20.0,73.33333333333333,76.66666666666667,80.0,76.16666666666666,Healthy,Low,High acceleration variability,29.333333333333332,26.833333333333332,20.0,76.16666666666666,26,High acceleration variability is the strongest contributor to the vehicle's relative sensor-anomaly profile.
V30,13,0.0609553893655907,0.1551329740383411,0.2948438040959119,4.8067162974295,12.36162862026854,24.168874349132548,0.2942663691748926,0.3176065852474684,0.611872954422361,-0.3589608292186885,Two-Wheeler (Scooter/Motorcycle),Bajaj,Pulsar,2022,2022-07-07,5127,2026-07-24,4,28,0.3,0.3333333333333333,0.2666666666666666,0,0,0,0,0,0.3,0.3333333333333333,0.26666666666666666,30.0,33.33333333333333,26.666666666666668,70.0,66.66666666666667,73.33333333333333,69.66666666666666,Monitor,Medium,High gyroscope variability,28.0,23.333333333333332,18.333333333333332,69.66666666666666,22,High gyroscope variability is the strongest contributor to the vehicle's relative sensor-anomaly profile.
